Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul,GCC
bfd_generic_final_link,bfd_default_link_order,Low-Low,Y,N,N,N,N
bfd_generic_final_link,bfd_generic_reloc_link_order,Low-Low,Y,N,N,N,N
bfd_generic_final_link,bfd_get_reloc_upper_bound,Low-Low,Y,N,N,N,N
bfd_generic_final_link,bfd_wrapped_link_hash_lookup,Low-Low,Y,N,N,N,N
bfd_generic_final_link,default_indirect_link_order,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,0002e6e0,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,0x38,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,bfd_canonicalize_reloc,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,bfd_get_full_section_contents,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,bfd_get_reloc_upper_bound,Low-Low,Y,N,N,N,N
bfd_generic_get_relocated_section_contents,bfd_perform_relocation,Low-Low,Y,N,N,N,N
bfd_generic_link_add_archive_symbols,0002e6e0,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,0x18,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,0x20,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,0x28,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,0x50,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,bfd_make_section_old_way,Low-Low,Y,N,N,N,N
bfd_generic_link_add_one_symbol,bfd_wrapped_link_hash_lookup,Low-Low,Y,N,N,N,N
bfd_generic_link_add_symbols,bfd_generic_link_add_one_symbol,Low-Low,Y,N,N,N,N
bfd_generic_link_hash_table_create,0002e6e0,Low-Low,Y,N,N,N,N
bfd_generic_link_hash_table_free,0002e6e0,Low-Low,Y,N,N,N,N
bfd_generic_new_section_hook,0x200,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,0002e6e0,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,0x48,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,bfd_reloc_type_lookup,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,bfd_relocate_contents,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,bfd_set_section_contents,Low-Low,Y,N,N,N,N
bfd_generic_reloc_link_order,bfd_wrapped_link_hash_lookup,Low-Low,Y,N,N,N,N
bfd_get_full_section_contents,0002e6e0,Low-Low,Y,N,N,N,N
bfd_get_full_section_contents,bfd_get_compression_header_size,Low-Low,Y,N,N,N,N
bfd_get_full_section_contents,bfd_get_section_contents,Low-Low,Y,N,N,N,N
bfd_get_full_section_contents,bfd_section_size_insane,Low-Low,Y,N,N,N,N
bfd_hide_sym_by_version,bfd_find_version_for_sym,Low-Low,Y,N,N,N,N
bfd_install_relocation,bfd_arch_bits_per_address,Low-Low,Y,N,N,N,N
bfd_is_section_compressed,bfd_is_section_compressed_info,Low-Low,Y,N,N,N,N
bfd_is_section_compressed_info,bfd_check_compression_header,Low-Low,Y,N,N,N,N
bfd_is_section_compressed_info,bfd_get_compression_header_size,Low-Low,Y,N,N,N,N
bfd_is_section_compressed_info,bfd_get_section_contents,Low-Low,Y,N,N,N,N
bfd_link_section_stabs,0002e6e0,Low-Low,Y,N,N,N,N
bfd_link_section_stabs,bfd_make_section_anyway_with_flags,Low-Low,Y,N,N,N,N
bfd_link_section_stabs,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_make_section_anyway_with_flags,bfd_section_hash_newfunc,Low-Low,Y,N,N,N,N
bfd_map_over_sections,UnresolvableCallTarget,Low-Low,N,N,Y,N,N
bfd_merge_sections_free,0002e6e0,Low-Low,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,0002e6e0,Low-Low,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_pe_bfd_copy_private_bfd_data_common,bfd_set_section_contents,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,0002e6e0,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_arch_bits_per_address,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_arch_bits_per_byte,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_get_section_contents,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,bfd_set_section_contents,Low-Low,Y,N,N,N,N
bfd_pei_final_link_postscript,rsrc_compute_region_sizes,Low-Low,Y,N,N,N,N
bfd_pei_slurp_codeview_record,0x88,Low-Low,Y,N,N,N,N
bfd_pei_swap_aouthdr_in,0x88,Low-Low,Y,N,N,N,N
bfd_pei_swap_aouthdr_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pei_swap_aouthdr_out,0x98,Low-Low,Y,N,N,N,N
bfd_pei_swap_aouthdr_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pei_swap_lineno_in,0x88,Low-Low,Y,N,N,N,N
bfd_pei_swap_lineno_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pei_swap_lineno_out,0x98,Low-Low,Y,N,N,N,N
bfd_pei_swap_lineno_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,0x98,Low-Low,Y,N,N,N,N
bfd_pei_swap_scnhdr_out,0xb0,Low-Low,Y,N,N,N,N
bfd_perform_relocation,bfd_arch_bits_per_address,Low-Low,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,0002e6e0,Low-Low,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_pex64_bfd_copy_private_bfd_data_common,bfd_set_section_contents,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,0002e6e0,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_arch_bits_per_address,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_arch_bits_per_byte,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_get_section_contents,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,bfd_set_section_contents,Low-Low,Y,N,N,N,N
bfd_pex64i_final_link_postscript,rsrc_compute_region_sizes,Low-Low,Y,N,N,N,N
bfd_pex64i_slurp_codeview_record,0x88,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_in,0x70,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_in,0x88,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_out,0x80,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_out,0x98,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aouthdr_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aux_in,0x88,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aux_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aux_out,0x98,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_aux_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_lineno_in,0x88,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_lineno_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_lineno_out,0x98,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_lineno_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,0x98,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_scnhdr_out,0xb0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_in,0x88,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_in,0xa0,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_coff_internal_syment_name,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_in,bfd_make_section_anyway_with_flags,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_out,0x98,Low-Low,Y,N,N,N,N
bfd_pex64i_swap_sym_out,0xb0,Low-Low,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,0002e6e0,Low-Low,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,0x1f0,Low-Low,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,0x1f8,Low-Low,Y,N,N,N,N
bfd_plugin_get_symbols_in_object_only,bfd_extract_object_only_section,Low-Low,Y,N,N,N,N
bfd_relocate_contents,bfd_arch_bits_per_address,Low-Low,Y,N,N,N,N
bfd_section_from_phdr,0x2d0,Low-Low,Y,N,N,N,N
bfd_section_from_phdr,bfd_elf_make_section_from_phdr,Low-Low,Y,N,N,N,N
bfd_section_from_shdr,0x3d0,Low-Low,Y,N,N,N,N
bfd_section_from_shdr,0x98,Low-Low,Y,N,N,N,N
bfd_section_from_shdr,bfd_elf_make_section_from_shdr,Low-Low,Y,N,N,N,N
bfd_section_from_shdr,bfd_elf_string_from_elf_section,Low-Low,Y,N,N,N,N
bfd_set_section_contents,0x2a0,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,0002e6e0,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_generic_link_hash_table_create,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_generic_link_hash_table_free,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_get_full_section_contents,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_get_relocated_section_contents,Low-Low,Y,N,N,N,N
bfd_simple_get_relocated_section_contents,bfd_map_over_sections,Low-Low,Y,N,N,N,N
bfd_slurp_extended_name_table,0002e6e0,Low-Low,Y,N,N,N,N
bfd_slurp_extended_name_table,0x1c0,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,0002e6e0,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,0x50,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,0x58,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_canonicalize_reloc,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_get_reloc_upper_bound,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
bfd_stab_section_find_nearest_line,bfd_malloc_and_get_section,Low-Low,Y,N,N,N,N
bfd_update_compression_header,0x38,Low-Low,Y,N,N,N,N
bfd_update_compression_header,0x50,Low-Low,Y,N,N,N,N
bfd_wrapped_link_hash_lookup,0002e6e0,Low-Low,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,0x88,Low-Low,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,0x98,Low-Low,Y,N,N,N,N
bfd_x86_elf_adjust_dynamic_symbol,bfd_elf_symbol_refs_local_p,Low-Low,Y,N,N,N,N
bfd_x86_elf_check_relocs,0x880,Low-Low,Y,N,N,N,N
bfd_x86_elf_check_relocs,bfd_elf_get_link_hash_entry,Low-Low,Y,N,N,N,N
bfd_x86_elf_check_relocs,bfd_elf_make_dynamic_reloc_section,Low-Low,Y,N,N,N,N
bfd_x86_elf_create_sframe_plt,sframe_encoder_add_fre,Low-Low,Y,N,N,N,N
bfd_x86_elf_create_sframe_plt,sframe_encoder_add_funcdesc_v2,Low-Low,Y,N,N,N,N
bfd_x86_elf_create_sframe_plt,sframe_fde_create_func_info,Low-Low,Y,N,N,N,N
bfd_x86_elf_early_size_sections,0x1d8,Low-Low,Y,N,N,N,N
bfd_x86_elf_early_size_sections,bfd_generic_link_add_one_symbol,Low-Low,Y,N,N,N,N
bfd_x86_elf_finish_dynamic_sections,0x38,Low-Low,Y,N,N,N,N
bfd_x86_elf_finish_dynamic_sections,0x50,Low-Low,Y,N,N,N,N
bfd_x86_elf_finish_dynamic_sections,0x58,Low-Low,Y,N,N,N,N
bfd_x86_elf_finish_dynamic_sections,bfd_elf_merge_section_sframe,Low-Low,Y,N,N,N,N
bfd_x86_elf_finish_dynamic_sections,elf_vxworks_finish_dynamic_entry,Low-Low,Y,N,N,N,N
bfd_x86_elf_fixup_symbol,bfd_elf_strtab_delref,Low-Low,Y,N,N,N,N
bfd_x86_elf_fixup_symbol,bfd_x86_elf_link_symbol_references_local,Low-Low,Y,N,N,N,N
bfd_x86_elf_get_synthetic_symtab,0002e6e0,Low-Low,Y,N,N,N,N
bfd_x86_elf_get_synthetic_symtab,0x368,Low-Low,Y,N,N,N,N
bfd_x86_elf_get_synthetic_symtab,0x88,Low-Low,Y,N,N,N,N
bfd_x86_elf_get_synthetic_symtab,bfd_elf_munmap_section_contents,Low-Low,Y,N,N,N,N
bfd_x86_elf_get_synthetic_symtab,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,0x50,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,0x888,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_elf_add_dynamic_entry,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_elf_eh_frame_present,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_elf_sframe_present,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_link_align_section,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_link_hash_traverse,Low-Low,Y,N,N,N,N
bfd_x86_elf_late_size_sections,bfd_x86_elf_create_sframe_plt,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_check_relocs,elf_x86_hide_linker_defined,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_check_relocs,elf_x86_linker_defined,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_fixup_ifunc_symbol,bfd_elf_section_from_bfd_section,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_hash_newfunc,bfd_elf_link_hash_newfunc,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_hash_table_create,0002e6e0,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_hash_table_create,elf_x86_link_hash_table_free,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,0002e6e0,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,0x880,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,bfd_elf_get_link_hash_entry,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,bfd_elf_section_offset,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,bfd_elf_symbol_refs_local_p,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,bfd_section_from_elf_index,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,bfd_x86_elf_link_symbol_references_local,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_relax_section,elf_x86_relative_reloc_record_add,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_symbol_references_local,bfd_elf_link_hide_sym_by_version,Low-Low,Y,N,N,N,N
bfd_x86_elf_link_symbol_references_local,bfd_elf_symbol_refs_local_p,Low-Low,Y,N,N,N,N
coff_bigobj_swap_aux_in,0x88,Low-Low,Y,N,N,N,N
coff_bigobj_swap_aux_in,0xa0,Low-Low,Y,N,N,N,N
coff_bigobj_swap_aux_out,0x98,Low-Low,Y,N,N,N,N
coff_bigobj_swap_aux_out,0xb0,Low-Low,Y,N,N,N,N
coff_bigobj_swap_sym_in,0x88,Low-Low,Y,N,N,N,N
coff_bigobj_swap_sym_in,0xa0,Low-Low,Y,N,N,N,N
coff_bigobj_swap_sym_out,0x98,Low-Low,Y,N,N,N,N
coff_bigobj_swap_sym_out,0xb0,Low-Low,Y,N,N,N,N
coff_canonicalize_reloc,0002e6e0,Low-Low,Y,N,N,N,N
coff_canonicalize_reloc,0xa8,Low-Low,Y,N,N,N,N
coff_canonicalize_reloc,coff_slurp_symbol_table,Low-Low,Y,N,N,N,N
coff_canonicalize_symtab,0xd8,Low-Low,Y,N,N,N,N
coff_find_nearest_line_with_names,bfd_dwarf2_find_nearest_line,Low-Low,Y,N,N,N,N
coff_find_nearest_line_with_names,bfd_dwarf2_find_symbol_bias,Low-Low,Y,N,N,N,N
coff_find_nearest_line_with_names,bfd_stab_section_find_nearest_line,Low-Low,Y,N,N,N,N
coff_find_nearest_line_with_names,coff_section_from_bfd_index,Low-Low,Y,N,N,N,N
coff_get_normalized_symtab,0002e6e0,Low-Low,Y,N,N,N,N
coff_get_normalized_symtab,0xe0,Low-Low,Y,N,N,N,N
coff_get_normalized_symtab,bfd_coff_get_external_symbols,Low-Low,Y,N,N,N,N
coff_get_normalized_symtab,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
coff_get_symtab_upper_bound,0xd8,Low-Low,Y,N,N,N,N
coff_link_check_archive_element,0x2c8,Low-Low,Y,N,N,N,N
coff_new_section_hook,bfd_generic_new_section_hook,Low-Low,Y,N,N,N,N
coff_set_alignment_hook,0xa8,Low-Low,Y,N,N,N,N
coff_set_arch_mach_hook,bfd_default_set_arch_mach,Low-Low,Y,N,N,N,N
coff_slurp_symbol_table,0002e6e0,Low-Low,Y,N,N,N,N
coff_slurp_symbol_table,coff_get_normalized_symtab,Low-Low,Y,N,N,N,N
coff_slurp_symbol_table,coff_section_from_bfd_index,Low-Low,Y,N,N,N,N
comp_unit_find_nearest_line,comp_unit_maybe_decode_line_info,Low-Low,Y,N,N,N,N
comp_unit_maybe_decode_line_info,0002e6e0,Low-Low,Y,N,N,N,N
comp_unit_maybe_decode_line_info,0x28,Low-Low,Y,N,N,N,N
comp_unit_maybe_decode_line_info,0x58,Low-Low,Y,N,N,N,N
comp_unit_maybe_decode_line_info,find_abstract_instance,Low-Low,Y,N,N,N,N
copy_special_section_fields,0x328,Low-Low,Y,N,N,N,N
d_growable_string_callback_adapter,0002e6e0,Low-Low,Y,N,N,N,N
decoration_hash_newfunc,bfd_link_hash_newfunc,Low-Low,Y,N,N,N,N
default_indirect_link_order,0002e6e0,Low-Low,Y,N,N,N,N
default_indirect_link_order,bfd_get_relocated_section_contents,Low-Low,Y,N,N,N,N
default_indirect_link_order,bfd_set_section_contents,Low-Low,Y,N,N,N,N
default_indirect_link_order,bfd_wrapped_link_hash_lookup,Low-Low,Y,N,N,N,N
demangle_path_maybe_open_generics,UnresolvableCallTarget,Low-Low,N,N,Y,N,N
dlang_function_type_noreturn,0002e6e0,Low-Low,Y,N,N,N,N
dwarf1_unit_find_nearest_line,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
dwarf1_unit_find_nearest_line,bfd_simple_get_relocated_section_contents,Low-Low,Y,N,N,N,N
elf32_generic_link_add_symbols,bfd_elf_link_add_symbols,Low-Low,Y,N,N,N,N
elf32_generic_link_add_symbols,bfd_map_over_sections,Low-Low,Y,N,N,N,N
elf32_iamcu_elf_object_p,bfd_default_set_arch_mach,Low-Low,Y,N,N,N,N
elf32_x86_64_elf_object_p,bfd_default_set_arch_mach,Low-Low,Y,N,N,N,N
elf64_generic_link_add_symbols,bfd_elf_link_add_symbols,Low-Low,Y,N,N,N,N
elf64_generic_link_add_symbols,bfd_map_over_sections,Low-Low,Y,N,N,N,N
elf64_x86_64_elf_object_p,bfd_default_set_arch_mach,Low-Low,Y,N,N,N,N
elf_add_obj_attr_int_string,bfd_elf_obj_attrs_arg_type,Low-Low,Y,N,N,N,N
elf_add_obj_attr_string,bfd_elf_obj_attrs_arg_type,Low-Low,Y,N,N,N,N
elf_adjust_dynstr_offsets,bfd_elf_strtab_offset,Low-Low,Y,N,N,N,N
elf_collect_gnu_hash_codes,0002e6e0,Low-Low,Y,N,N,N,N
elf_collect_gnu_hash_codes,0x300,Low-Low,Y,N,N,N,N
elf_collect_hash_codes,0002e6e0,Low-Low,Y,N,N,N,N
elf_gc_allocate_got_offsets,0x360,Low-Low,Y,N,N,N,N
elf_i386_early_size_sections,bfd_elf_link_iterate_on_relocs,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_sections,0x50,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_sections,bfd_elf32_swap_reloc_in,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_sections,bfd_elf32_swap_reloc_out,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_sections,bfd_x86_elf_finish_dynamic_sections,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_symbol,0x50,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_symbol,bfd_elf32_swap_reloc_out,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_symbol,bfd_x86_elf_link_fixup_ifunc_symbol,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_symbol,bfd_x86_elf_link_report_relative_reloc,Low-Low,Y,N,N,N,N
elf_i386_finish_dynamic_symbol,bfd_x86_elf_link_symbol_references_local,Low-Low,Y,N,N,N,N
elf_i386_finish_local_dynamic_symbol,elf_i386_finish_dynamic_symbol,Low-Low,Y,N,N,N,N
elf_i386_get_synthetic_symtab,0002e6e0,Low-Low,Y,N,N,N,N
elf_i386_get_synthetic_symtab,0x360,Low-Low,Y,N,N,N,N
elf_i386_get_synthetic_symtab,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_i386_get_synthetic_symtab,bfd_get_section_contents,Low-Low,Y,N,N,N,N
elf_i386_get_synthetic_symtab,bfd_x86_elf_get_synthetic_symtab,Low-Low,Y,N,N,N,N
elf_i386_grok_prstatus,0x58,Low-Low,Y,N,N,N,N
elf_i386_pie_finish_undefweak_symbol,elf_i386_finish_dynamic_symbol,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,0x50,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,0x58,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,0x68,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf32_swap_reloc_out,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_rel_local_sym,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_section_offset,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_single_rel_hdr,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_string_from_elf_section,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_symbol_refs_local_p,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_elf_x86_get_local_sym_hash,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_final_link_relocate,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_unrecognized_reloc,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_x86_elf_dtpoff_base,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_x86_elf_link_report_relative_reloc,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_x86_elf_link_symbol_references_local,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,bfd_x86_elf_set_tls_module_base,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,elf_i386_rtype_to_howto,Low-Low,Y,N,N,N,N
elf_i386_relocate_section,elf_i386_tls_transition,Low-Low,Y,N,N,N,N
elf_i386_tls_transition,elf_i386_rtype_to_howto,Low-Low,Y,N,N,N,N
elf_link_adjust_relocs,0002e6e0,Low-Low,Y,N,N,N,N
elf_link_check_versioned_symbol,0002e6e0,Low-Low,Y,N,N,N,N
elf_link_check_versioned_symbol,bfd_elf_string_from_elf_section,Low-Low,Y,N,N,N,N
elf_link_check_versioned_symbol,bfd_elf_swap_versym_in,Low-Low,Y,N,N,N,N
elf_link_sort_relocs.constprop.0,0002e6e0,Low-Low,Y,N,N,N,N
elf_link_sort_relocs.constprop.0,0x250,Low-Low,Y,N,N,N,N
elf_link_sort_relocs.constprop.0,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_mmap_section_contents,bfd_get_full_section_contents,Low-Low,Y,N,N,N,N
elf_slurp_reloc_table_from_section,0002e6e0,Low-Low,Y,N,N,N,N
elf_slurp_reloc_table_from_section,0x70,Low-Low,Y,N,N,N,N
elf_slurp_reloc_table_from_section,0x88,Low-Low,Y,N,N,N,N
elf_slurp_reloc_table_from_section,bfd_elf32_swap_reloca_in,Low-Low,Y,N,N,N,N
elf_slurp_reloc_table_from_section,bfd_elf64_swap_reloca_in,Low-Low,Y,N,N,N,N
elf_vxworks_add_dynamic_entries,bfd_elf_add_dynamic_entry,Low-Low,Y,N,N,N,N
elf_vxworks_add_dynamic_entries,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_vxworks_add_symbol_hook,elf_vxworks_gott_symbol_p,Low-Low,Y,N,N,N,N
elf_vxworks_create_dynamic_sections,bfd_elf_link_record_dynamic_symbol,Low-Low,Y,N,N,N,N
elf_vxworks_create_dynamic_sections,bfd_make_section_anyway_with_flags,Low-Low,Y,N,N,N,N
elf_vxworks_finish_dynamic_entry,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_x86_64_add_glibc_version_dependency,bfd_elf_link_add_glibc_version_dependency,Low-Low,Y,N,N,N,N
elf_x86_64_add_symbol_hook,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_x86_64_add_symbol_hook,bfd_make_section_with_flags,Low-Low,Y,N,N,N,N
elf_x86_64_additional_program_headers,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_x86_64_copy_private_section_data,bfd_elf_copy_private_section_data,Low-Low,Y,N,N,N,N
elf_x86_64_early_size_sections,bfd_elf_link_iterate_on_relocs,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_sections,0x38,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_sections,0x50,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_sections,bfd_x86_elf_finish_dynamic_sections,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,0x38,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,0x50,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,0x78,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,0x878,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,bfd_x86_elf_link_fixup_ifunc_symbol,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,bfd_x86_elf_link_report_relative_reloc,Low-Low,Y,N,N,N,N
elf_x86_64_finish_dynamic_symbol,bfd_x86_elf_link_symbol_references_local,Low-Low,Y,N,N,N,N
elf_x86_64_finish_local_dynamic_symbol,elf_x86_64_finish_dynamic_symbol,Low-Low,Y,N,N,N,N
elf_x86_64_get_synthetic_symtab,0x360,Low-Low,Y,N,N,N,N
elf_x86_64_get_synthetic_symtab,bfd_elf_mmap_section_contents,Low-Low,Y,N,N,N,N
elf_x86_64_get_synthetic_symtab,bfd_elf_munmap_section_contents,Low-Low,Y,N,N,N,N
elf_x86_64_get_synthetic_symtab,bfd_get_section_by_name,Low-Low,Y,N,N,N,N
elf_x86_64_get_synthetic_symtab,bfd_x86_elf_get_synthetic_symtab,Low-Low,Y,N,N,N,N
