Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul,GCC
coff_write_symbol,imp.__stack_chk_fail,High-High,Y,N,N,N,N
coff_write_symbol,imp.strlen,High-High,Y,N,N,N,N
coff_write_symbol,imp.strncpy,High-High,Y,N,N,N,N
coff_write_symbols,bfd_assert,High-High,Y,N,N,N,N
coff_write_symbols,bfd_seek,High-High,Y,N,N,N,N
coff_write_symbols,bfd_set_error_handler,High-High,Y,N,N,N,N
coff_write_symbols,bfd_stringtab_add,High-High,Y,N,N,N,N
coff_write_symbols,bfd_stringtab_emit,High-High,Y,N,N,N,N
coff_write_symbols,bfd_stringtab_free,High-High,Y,N,N,N,N
coff_write_symbols,bfd_stringtab_init,High-High,Y,N,N,N,N
coff_write_symbols,bfd_stringtab_size,High-High,Y,N,N,N,N
coff_write_symbols,bfd_write,High-High,Y,N,N,N,N
coff_write_symbols,coff_write_alien_symbol,High-High,Y,N,N,N,N
coff_write_symbols,coff_write_symbol,High-High,Y,N,N,N,N
coff_write_symbols,imp.__stack_chk_fail,High-High,Y,N,N,N,N
coff_write_symbols,imp.strlen,High-High,Y,N,N,N,N
comp_unit_find_line,imp.strstr,High-High,Y,N,N,N,N
compress2,deflate,High-High,Y,N,N,N,N
compress2,deflateEnd,High-High,Y,N,N,N,N
compress2,deflateInit_,High-High,Y,N,N,N,N
compress2,imp.__stack_chk_fail,High-High,Y,N,N,N,N
compute_bucket_count,bfd_malloc,High-High,Y,N,N,N,N
compute_bucket_count,imp.memset,High-High,Y,N,N,N,N
concat,imp.strlen,High-High,Y,N,N,N,N
concat,xmalloc,High-High,Y,N,N,N,N
concat_copy,imp.__stack_chk_fail,High-High,Y,N,N,N,N
concat_copy,imp.memcpy,High-High,Y,N,N,N,N
concat_copy,imp.strlen,High-High,Y,N,N,N,N
concat_copy2,imp.__stack_chk_fail,High-High,Y,N,N,N,N
concat_copy2,imp.memcpy,High-High,Y,N,N,N,N
concat_copy2,imp.strlen,High-High,Y,N,N,N,N
concat_filename,bfd_error_handler,High-High,Y,N,N,N,N
concat_filename,bfd_malloc,High-High,Y,N,N,N,N
concat_filename,imp.__sprintf_chk,High-High,Y,N,N,N,N
concat_filename,imp.dcgettext,High-High,Y,N,N,N,N
concat_filename,imp.strlen,High-High,Y,N,N,N,N
concat_length,imp.__stack_chk_fail,High-High,Y,N,N,N,N
concat_length,imp.strlen,High-High,Y,N,N,N,N
copy_name,bfd_alloc,High-High,Y,N,N,N,N
copy_name,imp.strncpy,High-High,Y,N,N,N,N
core_file_matches_executable_p,bfd_set_error,High-High,Y,N,N,N,N
cplus_demangle,cplus_demangle_v3,High-High,Y,N,Y,N,N
cplus_demangle,java_demangle_v3,High-High,Y,N,Y,N,N
cplus_demangle,rust_demangle,High-High,Y,N,Y,N,N
cplus_demangle_print,cplus_demangle_print_callback,High-High,Y,N,N,N,N
cplus_demangle_print,imp.__stack_chk_fail,High-High,Y,N,N,N,N
cplus_demangle_print,imp.malloc,High-High,Y,N,N,N,N
cplus_demangle_print_callback,d_print_comp,High-High,Y,N,Y,N,N
cplus_demangle_print_callback,imp.__stack_chk_fail,High-High,Y,N,N,N,N
cplus_demangle_print_callback,stack_chk_fail,High-High,N,N,Y,N,N
cplus_demangle_type,d_cv_qualifiers,High-High,Y,N,Y,N,N
cplus_demangle_type,d_expression,High-High,Y,N,Y,N,N
cplus_demangle_type,d_function_type,High-High,Y,N,Y,N,N
cplus_demangle_type,d_make_comp,High-High,Y,N,Y,N,N
cplus_demangle_type,d_make_name,High-High,Y,N,Y,N,N
cplus_demangle_type,d_number,High-High,Y,N,Y,N,N
cplus_demangle_type,d_source_name,High-High,Y,N,Y,N,N
cplus_demangle_type,d_template_args,High-High,Y,N,Y,N,N
cplus_demangle_type,d_template_param,High-High,Y,N,Y,N,N
cplus_demangle_type,imp.__sprintf_chk,High-High,Y,N,N,N,N
cplus_demangle_type,imp.__stack_chk_fail,High-High,Y,N,N,N,N
cplus_demangle_type,imp.strlen,High-High,Y,N,N,N,N
cplus_demangle_type,next_is_type_qual,High-High,Y,N,Y,N,N
cplus_demangle_type,sprintf_chk,High-High,N,N,Y,N,N
cplus_demangle_type,stack_chk_fail,High-High,N,N,Y,N,N
cplus_demangle_type,strlen,High-High,N,N,Y,N,N
cplus_demangle_v3,d_demangle_callback,High-High,Y,N,Y,N,N
cplus_demangle_v3,free,High-High,N,N,Y,N,N
cplus_demangle_v3,imp.__stack_chk_fail,High-High,Y,N,N,N,N
cplus_demangle_v3,stack_chk_fail,High-High,N,N,Y,N,N
crc32_combine,x2nmodp.constprop.0,High-High,Y,N,N,N,N
crc32_combine64,x2nmodp.constprop.0,High-High,Y,N,N,N,N
crc32_combine_gen,x2nmodp.constprop.0,High-High,Y,N,N,N,N
crc32_combine_gen64,x2nmodp.constprop.0,High-High,Y,N,N,N,N
d_append_num,imp.__sprintf_chk,High-High,Y,N,N,N,N
d_append_num,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_append_num,imp.strlen,High-High,Y,N,N,N,N
d_append_string,imp.strlen,High-High,Y,N,N,N,N
d_append_string,strlen,High-High,N,N,Y,N,N
d_bare_function_type,cplus_demangle_type,High-High,Y,N,Y,N,N
d_bare_function_type,d_parmlist,High-High,Y,N,Y,N,N
d_call_offset,d_number,High-High,Y,N,Y,N,N
d_cv_qualifiers,d_expression,High-High,Y,N,Y,N,N
d_cv_qualifiers,d_make_comp,High-High,Y,N,Y,N,N
d_cv_qualifiers,d_parmlist,High-High,Y,N,Y,N,N
d_cv_qualifiers,next_is_type_qual,High-High,Y,N,Y,N,N
d_demangle_callback,cplus_demangle_print_callback,High-High,Y,N,Y,N,N
d_demangle_callback,cplus_demangle_type,High-High,Y,N,Y,N,N
d_demangle_callback,d_encoding,High-High,Y,N,Y,N,N
d_demangle_callback,d_make_comp,High-High,Y,N,Y,N,N
d_demangle_callback,d_special_name,High-High,Y,N,Y,N,N
d_demangle_callback,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_demangle_callback,imp.strlen,High-High,Y,N,N,N,N
d_demangle_callback,imp.strncmp,High-High,Y,N,N,N,N
d_demangle_callback,stack_chk_fail,High-High,N,N,Y,N,N
d_demangle_callback,strlen,High-High,N,N,Y,N,N
d_demangle_callback,strncmp,High-High,N,N,Y,N,N
d_discriminator,d_number,High-High,Y,N,Y,N,N
d_encoding,d_bare_function_type,High-High,Y,N,Y,N,N
d_encoding,d_expression,High-High,Y,N,Y,N,N
d_encoding,d_make_comp,High-High,Y,N,Y,N,N
d_encoding,d_name,High-High,Y,N,Y,N,N
d_expr_primary,cplus_demangle_type,High-High,Y,N,N,N,N
d_expr_primary,d_encoding,High-High,Y,N,N,N,N
d_expr_primary,d_make_comp,High-High,Y,N,N,N,N
d_expr_primary,d_make_name,High-High,Y,N,N,N,N
d_expr_primary,d_special_name,High-High,Y,N,N,N,N
d_expr_primary,imp.strcmp,High-High,Y,N,N,N,N
d_expression,cplus_demangle_type,High-High,Y,N,Y,N,N
d_expression,d_exprlist,High-High,Y,N,Y,N,N
d_expression,d_make_comp,High-High,Y,N,Y,N,N
d_expression,d_number,High-High,Y,N,Y,N,N
d_expression,d_operator_name,High-High,Y,N,Y,N,N
d_expression,d_prefix,High-High,Y,N,Y,N,N
d_expression,d_source_name,High-High,Y,N,Y,N,N
d_expression,d_template_args,High-High,Y,N,Y,N,N
d_expression,d_unqualified_name,High-High,Y,N,Y,N,N
d_exprlist,d_expression,High-High,Y,N,Y,N,N
d_exprlist,d_make_comp,High-High,Y,N,Y,N,N
d_exprlist,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_exprlist,stack_chk_fail,High-High,N,N,Y,N,N
d_function_type,d_bare_function_type,High-High,Y,N,Y,N,N
d_function_type,d_ref_qualifier,High-High,Y,N,Y,N,N
d_maybe_module_name,d_make_comp,High-High,Y,N,Y,N,N
d_maybe_module_name,d_source_name,High-High,Y,N,Y,N,N
d_maybe_print_designated_init,d_print_comp,High-High,Y,N,Y,N,N
d_maybe_print_designated_init,d_print_subexpr,High-High,Y,N,Y,N,N
d_maybe_print_designated_init,is_designated_init,High-High,Y,N,Y,N,N
d_maybe_print_fold_expression,d_print_expr_op,High-High,Y,N,Y,N,N
d_maybe_print_fold_expression,d_print_subexpr,High-High,Y,N,Y,N,N
d_name,d_cv_qualifiers,High-High,Y,N,Y,N,N
d_name,d_discriminator,High-High,Y,N,Y,N,N
d_name,d_encoding,High-High,Y,N,Y,N,N
d_name,d_make_comp,High-High,Y,N,Y,N,N
d_name,d_number,High-High,Y,N,Y,N,N
d_name,d_prefix,High-High,Y,N,Y,N,N
d_name,d_ref_qualifier,High-High,Y,N,Y,N,N
d_name,d_special_name,High-High,Y,N,Y,N,N
d_name,d_substitution,High-High,Y,N,Y,N,N
d_name,d_template_args,High-High,Y,N,Y,N,N
d_name,d_unqualified_name,High-High,Y,N,Y,N,N
d_name,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_name,stack_chk_fail,High-High,N,N,Y,N,N
d_operator_name,cplus_demangle_type,High-High,Y,N,Y,N,N
d_operator_name,d_make_comp,High-High,Y,N,Y,N,N
d_operator_name,d_source_name,High-High,Y,N,Y,N,N
d_parmlist,cplus_demangle_type,High-High,Y,N,Y,N,N
d_parmlist,d_make_comp,High-High,Y,N,Y,N,N
d_parmlist,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_parmlist,stack_chk_fail,High-High,N,N,Y,N,N
d_prefix,cplus_demangle_type,High-High,Y,N,Y,N,N
d_prefix,d_make_comp,High-High,Y,N,Y,N,N
d_prefix,d_substitution,High-High,Y,N,Y,N,N
d_prefix,d_template_args,High-High,Y,N,Y,N,N
d_prefix,d_template_param,High-High,Y,N,Y,N,N
d_prefix,d_unqualified_name,High-High,Y,N,Y,N,N
d_print_array_type,d_print_comp,High-High,Y,N,Y,N,N
d_print_array_type,d_print_mod_list,High-High,Y,N,Y,N,N
d_print_comp,d_print_comp_inner,High-High,Y,N,Y,N,N
d_print_comp,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_print_comp,stack_chk_fail,High-High,N,N,Y,N,N
d_print_comp_inner,d_append_char,High-High,Y,N,Y,N,N
d_print_comp_inner,d_append_string,High-High,Y,N,Y,N,N
d_print_comp_inner,d_find_pack,High-High,Y,N,Y,N,N
d_print_comp_inner,d_maybe_print_designated_init,High-High,Y,N,Y,N,N
d_print_comp_inner,d_maybe_print_fold_expression,High-High,Y,N,Y,N,N
d_print_comp_inner,d_pack_length,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_array_type,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_comp,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_expr_op,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_function_type,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_lambda_parm_name,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_mod,High-High,Y,N,Y,N,N
d_print_comp_inner,d_print_subexpr,High-High,Y,N,Y,N,N
d_print_comp_inner,imp.__sprintf_chk,High-High,Y,N,N,N,N
d_print_comp_inner,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_print_comp_inner,imp.strcmp,High-High,Y,N,N,N,N
d_print_comp_inner,imp.strlen,High-High,Y,N,N,N,N
d_print_comp_inner,imp.strncmp,High-High,Y,N,N,N,N
d_print_comp_inner,sprintf_chk,High-High,N,N,Y,N,N
d_print_comp_inner,stack_chk_fail,High-High,N,N,Y,N,N
d_print_comp_inner,strcmp,High-High,N,N,Y,N,N
d_print_comp_inner,strlen,High-High,N,N,Y,N,N
d_print_comp_inner,strncmp,High-High,N,N,Y,N,N
d_print_function_type,d_print_comp,High-High,Y,N,Y,N,N
d_print_function_type,d_print_mod_list,High-High,Y,N,Y,N,N
d_print_lambda_parm_name,imp.__sprintf_chk,High-High,Y,N,N,N,N
d_print_lambda_parm_name,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_print_lambda_parm_name,imp.strlen,High-High,Y,N,N,N,N
d_print_lambda_parm_name,sprintf_chk,High-High,N,N,Y,N,N
d_print_lambda_parm_name,stack_chk_fail,High-High,N,N,Y,N,N
d_print_lambda_parm_name,strlen,High-High,N,N,Y,N,N
d_print_mod,d_print_comp,High-High,Y,N,Y,N,N
d_print_mod_list,d_print_array_type,High-High,Y,N,Y,N,N
d_print_mod_list,d_print_comp,High-High,Y,N,Y,N,N
d_print_mod_list,d_print_function_type,High-High,Y,N,Y,N,N
d_print_mod_list,d_print_mod,High-High,Y,N,Y,N,N
d_print_mod_list,imp.__sprintf_chk,High-High,Y,N,N,N,N
d_print_mod_list,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_print_mod_list,imp.strlen,High-High,Y,N,N,N,N
d_print_mod_list,sprintf_chk,High-High,N,N,Y,N,N
d_print_mod_list,stack_chk_fail,High-High,N,N,Y,N,N
d_print_mod_list,strlen,High-High,N,N,Y,N,N
d_print_subexpr,d_print_comp_inner,High-High,Y,N,Y,N,N
d_print_subexpr,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_print_subexpr,stack_chk_fail,High-High,N,N,Y,N,N
d_source_name,d_make_name,High-High,Y,N,Y,N,N
d_source_name,d_number,High-High,Y,N,Y,N,N
d_special_name,cplus_demangle_type,High-High,Y,N,Y,N,N
d_special_name,d_call_offset,High-High,Y,N,Y,N,N
d_special_name,d_encoding,High-High,Y,N,Y,N,N
d_special_name,d_make_comp,High-High,Y,N,Y,N,N
d_special_name,d_make_name,High-High,Y,N,Y,N,N
d_special_name,d_maybe_module_name,High-High,Y,N,Y,N,N
d_special_name,d_name,High-High,Y,N,Y,N,N
d_special_name,d_number,High-High,Y,N,Y,N,N
d_special_name,d_template_arg,High-High,Y,N,Y,N,N
d_special_name,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_special_name,stack_chk_fail,High-High,N,N,Y,N,N
d_substitution,d_make_comp,High-High,Y,N,Y,N,N
d_substitution,d_source_name,High-High,Y,N,Y,N,N
d_template_arg,d_expression,High-High,Y,N,Y,N,N
d_template_args,d_expression,High-High,Y,N,Y,N,N
d_template_args,d_make_comp,High-High,Y,N,Y,N,N
d_template_args,d_template_arg,High-High,Y,N,Y,N,N
d_template_args,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_template_args,stack_chk_fail,High-High,N,N,Y,N,N
d_template_head,d_template_parm,High-High,Y,N,Y,N,N
d_template_head,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_template_head,stack_chk_fail,High-High,N,N,Y,N,N
d_template_param,d_number,High-High,Y,N,Y,N,N
d_template_parm,cplus_demangle_type,High-High,Y,N,Y,N,N
d_template_parm,d_template_head,High-High,Y,N,Y,N,N
d_unqualified_name,cplus_demangle_type,High-High,Y,N,Y,N,N
d_unqualified_name,d_discriminator,High-High,Y,N,Y,N,N
d_unqualified_name,d_make_comp,High-High,Y,N,Y,N,N
d_unqualified_name,d_maybe_module_name,High-High,Y,N,Y,N,N
d_unqualified_name,d_number,High-High,Y,N,Y,N,N
d_unqualified_name,d_operator_name,High-High,Y,N,Y,N,N
d_unqualified_name,d_parmlist,High-High,Y,N,Y,N,N
d_unqualified_name,d_source_name,High-High,Y,N,Y,N,N
d_unqualified_name,d_template_head,High-High,Y,N,Y,N,N
d_unqualified_name,imp.__stack_chk_fail,High-High,Y,N,N,N,N
d_unqualified_name,stack_chk_fail,High-High,N,N,Y,N,N
debug_printf,imp.__stack_chk_fail,High-High,Y,N,N,N,N
debug_printf,imp.__vfprintf_chk,High-High,Y,N,N,N,N
decompress_contents,imp.__stack_chk_fail,High-High,Y,N,N,N,N
decompress_contents,uncompress2,High-High,Y,N,N,N,N
deflate,adler32,High-High,Y,N,N,N,N
deflate,crc32,High-High,Y,N,N,N,N
deflate,deflateStateCheck,High-High,Y,N,N,N,N
deflate,deflate_stored,High-High,Y,N,N,N,N
deflate,fill_window,High-High,Y,N,N,N,N
deflate,flush_pending,High-High,Y,N,N,N,N
deflate,imp.memcpy,High-High,Y,N,N,N,N
deflate,imp.memset,High-High,Y,N,N,N,N
deflate,tr_align,High-High,Y,N,N,N,N
deflate,tr_flush_block,High-High,Y,N,N,N,N
deflate,tr_stored_block,High-High,Y,N,N,N,N
deflateBound,deflateStateCheck,High-High,Y,N,N,N,N
deflateCopy,deflateEnd,High-High,Y,N,N,N,N
deflateCopy,deflateStateCheck,High-High,Y,N,N,N,N
deflateCopy,elf_phdr,High-High,Y,N,N,N,N
deflateCopy,imp.memcpy,High-High,Y,N,N,N,N
deflateEnd,deflateStateCheck,High-High,Y,N,N,N,N
deflateGetDictionary,deflateStateCheck,High-High,Y,N,N,N,N
deflateGetDictionary,imp.memcpy,High-High,Y,N,N,N,N
deflateInit2_,deflateEnd,High-High,Y,N,N,N,N
deflateInit2_,elf_phdr,High-High,Y,N,N,N,N
deflateInit_,deflateInit2_,High-High,Y,N,N,N,N
deflateParams,deflate,High-High,Y,N,N,N,N
deflateParams,deflateStateCheck,High-High,Y,N,N,N,N
deflateParams,imp.memset,High-High,Y,N,N,N,N
deflateParams,slide_hash,High-High,Y,N,N,N,N
deflatePending,deflateStateCheck,High-High,Y,N,N,N,N
deflatePrime,deflateStateCheck,High-High,Y,N,N,N,N
deflatePrime,tr_flush_bits,High-High,Y,N,N,N,N
deflateReset,deflateResetKeep,High-High,Y,N,N,N,N
deflateReset,imp.memset,High-High,Y,N,N,N,N
deflateResetKeep,adler32,High-High,Y,N,N,N,N
deflateResetKeep,crc32,High-High,Y,N,N,N,N
deflateResetKeep,deflateStateCheck,High-High,Y,N,N,N,N
deflateResetKeep,tr_init,High-High,Y,N,N,N,N
deflateSetDictionary,adler32,High-High,Y,N,N,N,N
deflateSetDictionary,deflateStateCheck,High-High,Y,N,N,N,N
deflateSetDictionary,fill_window,High-High,Y,N,N,N,N
deflateSetDictionary,imp.memset,High-High,Y,N,N,N,N
deflateSetHeader,deflateStateCheck,High-High,Y,N,N,N,N
deflateTune,deflateStateCheck,High-High,Y,N,N,N,N
deflate_fast,fill_window,High-High,Y,N,N,N,N
deflate_fast,flush_pending,High-High,Y,N,N,N,N
deflate_fast,longest_match,High-High,Y,N,N,N,N
deflate_fast,tr_flush_block,High-High,Y,N,N,N,N
deflate_slow,fill_window,High-High,Y,N,N,N,N
deflate_slow,flush_pending,High-High,Y,N,N,N,N
deflate_slow,longest_match,High-High,Y,N,N,N,N
deflate_slow,tr_flush_block,High-High,Y,N,N,N,N
deflate_stored,flush_pending,High-High,Y,N,N,N,N
deflate_stored,imp.memcpy,High-High,Y,N,N,N,N
deflate_stored,read_buf,High-High,Y,N,N,N,N
deflate_stored,tr_stored_block,High-High,Y,N,N,N,N
demangle_binder,parse_integer,High-High,Y,N,Y,N,N
demangle_binder,print_lifetime_from_index,High-High,Y,N,Y,N,N
demangle_const,basic_type,High-High,Y,N,Y,N,N
demangle_const,demangle_const_uint,High-High,Y,N,Y,N,N
demangle_const,imp.__snprintf_chk,High-High,Y,N,N,N,N
demangle_const,imp.__stack_chk_fail,High-High,Y,N,N,N,N
demangle_const,imp.strlen,High-High,Y,N,N,N,N
demangle_const,parse_hex_nibbles,High-High,Y,N,Y,N,N
demangle_const,parse_integer,High-High,Y,N,Y,N,N
demangle_const,snprintf_chk,High-High,N,N,Y,N,N
demangle_const,stack_chk_fail,High-High,N,N,Y,N,N
demangle_const,strlen,High-High,N,N,Y,N,N
demangle_const_uint,imp.__snprintf_chk,High-High,Y,N,N,N,N
demangle_const_uint,imp.__stack_chk_fail,High-High,Y,N,N,N,N
demangle_const_uint,imp.strlen,High-High,Y,N,N,N,N
demangle_const_uint,parse_hex_nibbles,High-High,Y,N,Y,N,N
demangle_const_uint,snprintf_chk,High-High,N,N,Y,N,N
demangle_const_uint,stack_chk_fail,High-High,N,N,Y,N,N
demangle_const_uint,strlen,High-High,N,N,Y,N,N
demangle_generic_arg,parse_integer,High-High,Y,N,Y,N,N
demangle_path,demangle_generic_arg,High-High,Y,N,Y,N,N
demangle_path,demangle_type,High-High,Y,N,Y,N,N
demangle_path,imp.__snprintf_chk,High-High,Y,N,N,N,N
demangle_path,imp.__stack_chk_fail,High-High,Y,N,N,N,N
demangle_path,imp.strlen,High-High,Y,N,N,N,N
demangle_path,parse_ident,High-High,Y,N,Y,N,N
demangle_path,parse_integer,High-High,Y,N,Y,N,N
demangle_path,print_ident,High-High,Y,N,Y,N,N
demangle_path,snprintf_chk,High-High,N,N,Y,N,N
demangle_path,stack_chk_fail,High-High,N,N,Y,N,N
demangle_path,strlen,High-High,N,N,Y,N,N
demangle_type,basic_type,High-High,Y,N,Y,N,N
demangle_type,demangle_binder,High-High,Y,N,Y,N,N
demangle_type,demangle_const,High-High,N,N,Y,N,N
demangle_type,demangle_path,High-High,Y,N,Y,N,N
demangle_type,imp.__stack_chk_fail,High-High,Y,N,N,N,N
demangle_type,imp.strlen,High-High,Y,N,N,N,N
demangle_type,parse_ident,High-High,Y,N,Y,N,N
demangle_type,parse_integer,High-High,Y,N,Y,N,N
demangle_type,print_ident,High-High,N,N,Y,N,N
demangle_type,print_lifetime_from_index,High-High,Y,N,Y,N,N
demangle_type,print_str,High-High,Y,N,Y,N,N
demangle_type,stack_chk_fail,High-High,N,N,Y,N,N
demangle_type,strlen,High-High,N,N,Y,N,N
display_info,bfd_printable_arch_mach,High-High,Y,N,N,N,N
display_info,imp.__isoc23_strtol,High-High,Y,N,N,N,N
display_info,imp.__printf_chk,High-High,Y,N,N,N,N
display_info,imp.__stack_chk_fail,High-High,Y,N,N,N,N
display_info,imp.dcgettext,High-High,Y,N,N,N,N
display_info,imp.fputs,High-High,Y,N,N,N,N
display_info,imp.getenv,High-High,Y,N,N,N,N
display_info,imp.putc,High-High,Y,N,N,N,N
display_info,imp.strcmp,High-High,Y,N,N,N,N
display_info,imp.strlen,High-High,Y,N,N,N,N
display_info,imp.unlink,High-High,Y,N,N,N,N
display_info,make_temp_file,High-High,Y,N,N,N,N
dlang_demangle,dlang_parse_mangle,High-High,Y,N,N,N,N
dlang_demangle,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_demangle,imp.strcmp,High-High,Y,N,N,N,N
dlang_demangle,imp.strlen,High-High,Y,N,N,N,N
dlang_demangle,string_need,High-High,Y,N,N,N,N
dlang_demangle,xmalloc,High-High,Y,N,N,N,N
dlang_function_type,dlang_type,High-High,Y,N,N,N,N
dlang_function_type,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_function_type,imp.memcpy,High-High,Y,N,N,N,N
dlang_function_type,string_append,High-High,Y,N,N,N,N
dlang_function_type,string_need,High-High,Y,N,N,N,N
dlang_identifier,dlang_decode_backref,High-High,Y,N,N,N,N
dlang_identifier,dlang_lname,High-High,Y,N,N,N,N
dlang_identifier,dlang_number,High-High,Y,N,N,N,N
dlang_identifier,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_identifier,imp.strlen,High-High,Y,N,N,N,N
dlang_lname,imp.memcpy,High-High,Y,N,N,N,N
dlang_lname,imp.strncmp,High-High,Y,N,N,N,N
dlang_lname,string_append,High-High,Y,N,N,N,N
dlang_lname,string_need,High-High,Y,N,N,N,N
dlang_lname,string_prepend,High-High,Y,N,N,N,N
dlang_parse_integer,dlang_number,High-High,Y,N,N,N,N
dlang_parse_integer,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_parse_integer,imp.memcpy,High-High,Y,N,N,N,N
dlang_parse_integer,string_append,High-High,Y,N,N,N,N
dlang_parse_integer,string_need,High-High,Y,N,N,N,N
dlang_parse_mangle,dlang_parse_qualified,High-High,Y,N,N,N,N
dlang_parse_mangle,dlang_type,High-High,Y,N,N,N,N
dlang_parse_mangle,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_parse_qualified,dlang_identifier,High-High,Y,N,N,N,N
dlang_parse_qualified,dlang_symbol_name_p,High-High,Y,N,N,N,N
dlang_parse_qualified,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_parse_qualified,imp.memcpy,High-High,Y,N,N,N,N
dlang_parse_qualified,string_append,High-High,Y,N,N,N,N
dlang_parse_qualified,string_need,High-High,Y,N,N,N,N
dlang_parse_real,imp.strncmp,High-High,Y,N,N,N,N
dlang_parse_real,string_append,High-High,Y,N,N,N,N
dlang_parse_real,string_need,High-High,Y,N,N,N,N
dlang_parse_template,dlang_decode_backref,High-High,Y,N,N,N,N
dlang_parse_template,dlang_identifier,High-High,Y,N,N,N,N
dlang_parse_template,dlang_number,High-High,Y,N,N,N,N
dlang_parse_template,dlang_parse_mangle,High-High,Y,N,N,N,N
dlang_parse_template,dlang_parse_qualified,High-High,Y,N,N,N,N
dlang_parse_template,dlang_symbol_name_p,High-High,Y,N,N,N,N
dlang_parse_template,dlang_type,High-High,Y,N,N,N,N
dlang_parse_template,dlang_value,High-High,Y,N,N,N,N
dlang_parse_template,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_parse_template,imp.memcpy,High-High,Y,N,N,N,N
dlang_parse_template,imp.strlen,High-High,Y,N,N,N,N
dlang_parse_template,string_append,High-High,Y,N,N,N,N
dlang_parse_template,string_need,High-High,Y,N,N,N,N
dlang_symbol_name_p,dlang_decode_backref,High-High,Y,N,N,N,N
dlang_symbol_name_p,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_type,dlang_function_type,High-High,Y,N,N,N,N
dlang_type,dlang_number,High-High,Y,N,N,N,N
dlang_type,dlang_type_backref,High-High,Y,N,N,N,N
dlang_type,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_type,imp.memcpy,High-High,Y,N,N,N,N
dlang_type,string_append,High-High,Y,N,N,N,N
dlang_type,string_need,High-High,Y,N,N,N,N
dlang_type_backref,dlang_decode_backref,High-High,Y,N,N,N,N
dlang_type_backref,dlang_function_type,High-High,Y,N,N,N,N
dlang_type_backref,dlang_type,High-High,Y,N,N,N,N
dlang_type_backref,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_value,dlang_number,High-High,Y,N,N,N,N
dlang_value,dlang_parse_real,High-High,Y,N,N,N,N
dlang_value,dlang_symbol_name_p,High-High,Y,N,N,N,N
dlang_value,imp.__stack_chk_fail,High-High,Y,N,N,N,N
dlang_value,string_append,High-High,Y,N,N,N,N
dlang_value,string_need,High-High,Y,N,N,N,N
do_display_target,bfd_close_all_done,High-High,Y,N,N,N,N
do_display_target,bfd_get_error,High-High,Y,N,N,N,N
do_display_target,bfd_nonfatal,High-High,Y,N,N,N,N
do_display_target,bfd_openw,High-High,Y,N,N,N,N
do_display_target,bfd_printable_arch_mach,High-High,Y,N,N,N,N
do_display_target,bfd_set_format,High-High,Y,N,N,N,N
do_display_target,endian_string,High-High,Y,N,N,N,N
do_display_target,imp.__memset_chk,High-High,Y,N,N,N,N
do_display_target,imp.__printf_chk,High-High,Y,N,N,N,N
do_display_target,imp.dcgettext,High-High,Y,N,N,N,N
do_display_target,xrealloc,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_alloc,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_get_file_size,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_read,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_release,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_set_error,High-High,Y,N,N,N,N
do_slurp_bsd_armap,bfd_tell,High-High,Y,N,N,N,N
dupargv,xmalloc,High-High,Y,N,Y,N,N
dupargv,xstrdup,High-High,N,N,Y,N,N
elf_append_rel,bfd_assert,High-High,Y,N,N,N,N
elf_append_rela,bfd_assert,High-High,Y,N,N,N,N
elf_attr_strdup,bfd_alloc,High-High,Y,N,N,N,N
