Function Name,Category,Radare2,Ghidra,Angr_Fast,Angr_Emul
bfd_reloc_type_lookup,Low-Level,✓,✗,✗,✗
bfd_relocate_contents,Low-Level,✓,✗,✗,✗
bfd_section_from_elf_index,Low-Level,✓,✗,✗,✗
bfd_section_from_phdr,Low-Level,✓,✗,✗,✗
bfd_section_from_shdr,Low-Level,✓,✗,✗,✗
bfd_section_hash_newfunc,Low-Level,✓,✗,✗,✗
bfd_section_list_clear,Low-Level,✓,✗,✗,✗
bfd_section_size_insane,Low-Level,✓,✗,✗,✗
bfd_set_default_target,Low-Level,✓,✗,✓,✓
bfd_set_section_contents,Low-Level,✓,✗,✗,✗
bfd_set_section_flags,Low-Level,✓,✗,✗,✗
bfd_set_start_address,Low-Level,✓,✗,✗,✗
bfd_simple_get_relocated_section_contents,Low-Level,✓,✗,✗,✗
bfd_slurp_extended_name_table,Low-Level,✓,✗,✗,✗
bfd_stab_section_find_nearest_line,Low-Level,✓,✗,✗,✗
bfd_sym_from_r_symndx,Low-Level,✓,✗,✗,✗
bfd_unlink_from_archive_parent,Low-Level,✓,✗,✗,✗
bfd_unrecognized_reloc,Low-Level,✓,✗,✗,✗
bfd_update_compression_header,Low-Level,✓,✗,✗,✗
bfd_wrapped_link_hash_lookup,Low-Level,✓,✗,✗,✗
bfd_x86_elf_adjust_dynamic_symbol,Low-Level,✓,✗,✗,✗
bfd_x86_elf_check_relocs,Low-Level,✓,✗,✗,✗
bfd_x86_elf_create_sframe_plt,Low-Level,✓,✗,✗,✗
bfd_x86_elf_dtpoff_base,Low-Level,✓,✗,✗,✗
bfd_x86_elf_early_size_sections,Low-Level,✓,✗,✗,✗
bfd_x86_elf_finish_dynamic_sections,Low-Level,✓,✗,✗,✗
bfd_x86_elf_fixup_symbol,Low-Level,✓,✗,✗,✗
bfd_x86_elf_get_synthetic_symtab,Low-Level,✓,✗,✗,✗
bfd_x86_elf_late_size_sections,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_check_relocs,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_fixup_ifunc_symbol,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_hash_newfunc,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_hash_table_create,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_relax_section,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_report_relative_reloc,Low-Level,✓,✗,✗,✗
bfd_x86_elf_link_symbol_references_local,Low-Level,✓,✗,✗,✗
bfd_x86_elf_merge_gnu_properties,Low-Level,✓,✗,✗,✗
bfd_x86_elf_set_tls_module_base,Low-Level,✓,✗,✗,✗
binary_canonicalize_symtab,Low-Level,✓,✗,✗,✗
binary_get_section_contents,Low-Level,✓,✗,✗,✗
binary_set_section_contents,Low-Level,✓,✗,✗,✗
coff_amd64_reloc_name_lookup,Low-Level,✓,✗,✗,✗
coff_amd64_reloc_type_lookup,Low-Level,✓,✗,✗,✗
coff_amd64_rtype_to_howto,Low-Level,✓,✗,✗,✗
coff_bigobj_swap_aux_in,Low-Level,✓,✗,✗,✗
coff_bigobj_swap_aux_out,Low-Level,✓,✗,✗,✗
coff_bigobj_swap_sym_in,Low-Level,✓,✗,✗,✗
coff_bigobj_swap_sym_out,Low-Level,✓,✗,✗,✗
coff_canonicalize_reloc,Low-Level,✓,✗,✗,✗
coff_canonicalize_symtab,Low-Level,✓,✗,✗,✗
coff_count_linenumbers,Low-Level,✓,✗,✗,✗
coff_find_nearest_line_with_names,Low-Level,✓,✗,✗,✗
coff_get_normalized_symtab,Low-Level,✓,✗,✗,✗
coff_get_reloc_upper_bound,Low-Level,✓,✗,✗,✗
coff_get_symtab_upper_bound,Low-Level,✓,✗,✗,✗
coff_i386_reloc_name_lookup,Low-Level,✓,✗,✗,✗
coff_i386_reloc_type_lookup,Low-Level,✓,✗,✗,✗
coff_i386_rtype_to_howto,Low-Level,✓,✗,✗,✗
coff_link_check_archive_element,Low-Level,✓,✗,✗,✗
coff_make_empty_symbol,Low-Level,✓,✗,✗,✗
coff_new_section_hook,Low-Level,✓,✗,✗,✗
coff_pe_amd64_relocate_section,Low-Level,✓,✗,✗,✗
coff_pe_i386_relocate_section,Low-Level,✓,✗,✗,✗
coff_renumber_symbols,Low-Level,✓,✗,✗,✗
coff_section_from_bfd_index,Low-Level,✓,✗,✗,✗
coff_set_alignment_hook,Low-Level,✓,✗,✗,✗
coff_set_arch_mach_hook,Low-Level,✓,✗,✗,✗
coff_set_section_contents,Low-Level,✓,✗,✗,✗
coff_slurp_symbol_table,Low-Level,✓,✗,✗,✗
comp_unit_find_nearest_line,Low-Level,✓,✗,✗,✗
comp_unit_maybe_decode_line_info,Low-Level,✓,✗,✗,✗
copy_special_section_fields,Low-Level,✓,✗,✗,✗
cplus_demangle_mangled_name,Low-Level,✓,✗,✗,✗
cplus_demangle_name_to_style,Low-Level,✓,✗,✗,✗
d_count_templates_scopes,Low-Level,✓,✗,✗,✗
d_growable_string_callback_adapter,Low-Level,✓,✗,✗,✗
d_index_template_argument,Low-Level,✓,✗,✗,✗
d_lookup_template_argument,Low-Level,✓,✗,✗,✗
decoration_hash_newfunc,Low-Level,✓,✗,✗,✗
default_indirect_link_order,Low-Level,✓,✗,✗,✗
demangle_path_maybe_open_generics,Low-Level,✓,✗,✗,✗
dlang_function_type_noreturn,Low-Level,✓,✗,✗,✗
dlang_type_modifiers.constprop.0,Low-Level,✓,✗,✗,✗
dummy_reloc16_estimate,Low-Level,✓,✗,✗,✗
dwarf1_unit_find_nearest_line,Low-Level,✓,✗,✗,✗
elf32_dt_relr_bitmap_add,Low-Level,✓,✗,✗,✗
elf32_generic_link_add_symbols,Low-Level,✓,✗,✗,✗
elf32_iamcu_elf_object_p,Low-Level,✓,✗,✗,✗
elf32_x86_64_elf_object_p,Low-Level,✓,✗,✗,✗
elf64_dt_relr_bitmap_add,Low-Level,✓,✗,✗,✗
elf64_generic_link_add_symbols,Low-Level,✓,✗,✗,✗
elf64_x86_64_elf_object_p,Low-Level,✓,✗,✗,✗
elf_add_obj_attr_int_string,Low-Level,✓,✗,✗,✗
elf_add_obj_attr_string,Low-Level,✓,✗,✗,✗
elf_adjust_dynstr_offsets,Low-Level,✓,✗,✗,✗
elf_collect_gnu_hash_codes,Low-Level,✓,✗,✗,✗
elf_collect_hash_codes,Low-Level,✓,✗,✗,✗
elf_find_and_remove_property,Low-Level,✓,✗,✗,✗
elf_gc_allocate_got_offsets,Low-Level,✓,✗,✗,✗
elf_gc_propagate_vtable_entries_used,Low-Level,✓,✗,✗,✗
elf_gc_smash_unused_vtentry_relocs,Low-Level,✓,✗,✗,✗
elf_i386_early_size_sections,Low-Level,✓,✗,✗,✗
elf_i386_fake_sections,Low-Level,✓,✗,✗,✗
elf_i386_finish_dynamic_sections,Low-Level,✓,✗,✗,✗
elf_i386_finish_dynamic_symbol,Low-Level,✓,✗,✗,✗
elf_i386_finish_local_dynamic_symbol,Low-Level,✓,✗,✗,✗
elf_i386_get_synthetic_symtab,Low-Level,✓,✗,✗,✗
elf_i386_grok_prstatus,Low-Level,✓,✗,✗,✗
elf_i386_info_to_howto_rel,Low-Level,✓,✗,✗,✗
elf_i386_is_reloc_section,Low-Level,✓,✗,✗,✗
elf_i386_pie_finish_undefweak_symbol,Low-Level,✓,✗,✗,✗
elf_i386_reloc_name_lookup,Low-Level,✓,✗,✗,✗
elf_i386_reloc_type_class,Low-Level,✓,✗,✗,✗
elf_i386_reloc_type_lookup,Low-Level,✓,✗,✗,✗
elf_i386_relocate_section,Low-Level,✓,✗,✗,✗
elf_i386_rtype_to_howto,Low-Level,✓,✗,✗,✗
elf_i386_tls_transition,Low-Level,✓,✗,✗,✗
elf_link_add_glibc_verneed,Low-Level,✓,✗,✗,✗
elf_link_add_to_first_hash,Low-Level,✓,✗,✗,✗
elf_link_adjust_relocs,Low-Level,✓,✗,✗,✗
elf_link_check_versioned_symbol,Low-Level,✓,✗,✗,✗
elf_link_first_hash_newfunc,Low-Level,✓,✗,✗,✗
elf_link_hash_traverse,Low-Level,✓,✗,✗,✗
elf_link_sort_relocs.constprop.0,Low-Level,✓,✗,✗,✗
elf_merge_gnu_properties,Low-Level,✓,✗,✗,✗
elf_mmap_section_contents,Low-Level,✓,✗,✗,✗
elf_slurp_reloc_table_from_section,Low-Level,✓,✗,✗,✗
elf_strtab_hash_newfunc,Low-Level,✓,✗,✗,✗
elf_vxworks_add_dynamic_entries,Low-Level,✓,✗,✗,✗
elf_vxworks_add_symbol_hook,Low-Level,✓,✗,✗,✗
elf_vxworks_create_dynamic_sections,Low-Level,✓,✗,✗,✗
elf_vxworks_finish_dynamic_entry,Low-Level,✓,✗,✗,✗
elf_vxworks_gott_symbol_p,Low-Level,✓,✗,✗,✗
elf_x86_64_add_glibc_version_dependency,Low-Level,✓,✗,✗,✗
elf_x86_64_add_symbol_hook,Low-Level,✓,✗,✗,✗
elf_x86_64_additional_program_headers,Low-Level,✓,✗,✗,✗
elf_x86_64_copy_private_section_data,Low-Level,✓,✗,✗,✗
elf_x86_64_early_size_sections,Low-Level,✓,✗,✗,✗
elf_x86_64_finish_dynamic_sections,Low-Level,✓,✗,✗,✗
elf_x86_64_finish_dynamic_symbol,Low-Level,✓,✗,✗,✗
elf_x86_64_finish_local_dynamic_symbol,Low-Level,✓,✗,✗,✗
elf_x86_64_get_synthetic_symtab,Low-Level,✓,✗,✗,✗
elf_x86_64_grok_prstatus,Low-Level,✓,✗,✗,✗
elf_x86_64_grok_psinfo,Low-Level,✓,✗,✗,✗
elf_x86_64_info_to_howto,Low-Level,✓,✗,✗,✗
elf_x86_64_is_reloc_section,Low-Level,✓,✗,✗,✗
elf_x86_64_merge_symbol,Low-Level,✓,✗,✗,✗
elf_x86_64_reloc_name_lookup,Low-Level,✓,✗,✗,✗
elf_x86_64_reloc_type_class,Low-Level,✓,✗,✗,✗
elf_x86_64_relocate_section,Low-Level,✓,✗,✗,✗
elf_x86_64_rtype_to_howto,Low-Level,✓,✗,✗,✗
elf_x86_64_scan_relocs,Low-Level,✓,✗,✗,✗
elf_x86_64_tls_transition,Low-Level,✓,✗,✗,✗
elf_x86_allocate_dynrelocs,Low-Level,✓,✗,✗,✗
elf_x86_allocate_local_dynreloc,Low-Level,✓,✗,✗,✗
elf_x86_compute_dl_relr_bitmap,Low-Level,✓,✗,✗,✗
elf_x86_hide_linker_defined,Low-Level,✓,✗,✗,✗
elf_x86_link_hash_table_free,Low-Level,✓,✗,✗,✗
elf_x86_linker_defined,Low-Level,✓,✗,✗,✗
elf_x86_relative_reloc_record_add,Low-Level,✓,✗,✗,✗
elf_x86_size_or_finish_relative_reloc,Low-Level,✓,✗,✗,✗
elfcore_grok_freebsd_note,Low-Level,✓,✗,✗,✗
elfcore_grok_netbsd_note,Low-Level,✓,✗,✗,✗
elfcore_grok_nto_note,Low-Level,✓,✗,✗,✗
elfcore_grok_nto_regs,Low-Level,✓,✗,✗,✗
elfcore_grok_openbsd_note,Low-Level,✓,✗,✗,✗
elfcore_grok_prstatus,Low-Level,✓,✗,✗,✗
elfcore_grok_solaris_lwpstatus,Low-Level,✓,✗,✗,✗
elfcore_grok_solaris_note,Low-Level,✓,✗,✗,✗
elfcore_grok_solaris_prstatus,Low-Level,✓,✗,✗,✗
elfcore_grok_spu_note,Low-Level,✓,✗,✗,✗
extract_long_section_name,Low-Level,✓,✗,✗,✗
find_abstract_instance,Low-Level,✓,✗,✗,✗
generic_link_check_archive_element,Low-Level,✓,✗,✗,✗
get_contents_sanity_check,Low-Level,✓,✗,✗,✗
get_dynamic_reloc_section_name,Low-Level,✓,✗,✗,✗
get_ext_sym_hash_from_cookie,Low-Level,✓,✗,✗,✗
get_hash_table_data.constprop.0,Low-Level,✓,✗,✗,✗
get_program_header_size,Low-Level,✓,✗,✗,✗
htab_create_typed_alloc,Low-Level,✓,✗,✗,✗
htab_find_slot_with_hash,Low-Level,✓,✗,✗,✗
htab_remove_elt_with_hash,Low-Level,✓,✗,✗,✗
htab_traverse_noresize,Low-Level,✓,✗,✗,✗
ihex_get_section_contents,Low-Level,✓,✗,✗,✗
ihex_set_section_contents,Low-Level,✓,✗,✗,✗
info_hash_table_newfunc,Low-Level,✓,✗,✗,✗
insert_arange_in_trie,Low-Level,✓,✗,✗,✗
is_gnu_v3_mangled_ctor,Low-Level,✓,✗,✗,✗
is_gnu_v3_mangled_dtor,Low-Level,✓,✗,✗,✗
line_info_add_include_dir_stub,Low-Level,✓,✗,✗,✗
list_supported_architectures,Low-Level,✓,✗,✗,✗
list_supported_targets,Low-Level,✓,✗,✓,✓
merge_sections_remove_hook,Low-Level,✓,✗,✗,✗
move_section_contents,Low-Level,✓,✗,✗,✗
pass_over.constprop.0,Low-Level,✓,✗,✗,✗
pe_ILF_make_a_section,Low-Level,✓,✗,✗,✗
pe_ILF_make_a_symbol_reloc,Low-Level,✓,✗,✗,✗
pex64_get_runtime_function,Low-Level,✓,✗,✗,✗
pex64_get_section_by_rva,Low-Level,✓,✗,✗,✗
pex64_link_add_symbols,Low-Level,✓,✗,✗,✗
rsrc_compute_region_sizes,Low-Level,✓,✗,✗,✗
rust_demangle_callback,Low-Level,✓,✗,✗,✗
set_default_bfd_target,Low-Level,✓,✓,✓,✓
sframe_decode_fre_start_address,Low-Level,✓,✗,✗,✗
sframe_decoder_get_abi_arch,Low-Level,✓,✗,✗,✗
sframe_decoder_get_fixed_fp_offset,Low-Level,✓,✗,✗,✗
sframe_decoder_get_fixed_ra_offset,Low-Level,✓,✗,✗,✗
sframe_decoder_get_fre,Low-Level,✓,✗,✗,✗
sframe_decoder_get_funcdesc_v2,Low-Level,✓,✗,✗,✗
sframe_decoder_get_hdr_size,Low-Level,✓,✗,✗,✗
sframe_decoder_get_num_fidx,Low-Level,✓,✗,✗,✗
sframe_decoder_get_version,Low-Level,✓,✗,✗,✗
sframe_encoder_add_fre,Low-Level,✓,✗,✗,✗
sframe_encoder_add_funcdesc,Low-Level,✓,✗,✗,✗
sframe_encoder_add_funcdesc_v2,Low-Level,✓,✗,✗,✗
sframe_encoder_get_abi_arch,Low-Level,✓,✗,✗,✗
sframe_encoder_get_num_fidx,Low-Level,✓,✗,✗,✗
sframe_encoder_get_version,Low-Level,✓,✗,✗,✗
sframe_fde_create_func_info,Low-Level,✓,✗,✗,✗
sframe_fre_start_addr_size,Low-Level,✓,✗,✗,✗
splay_tree_predecessor,Low-Level,✓,✗,✗,✗
srec_canonicalize_symtab,Low-Level,✓,✗,✗,✗
srec_get_section_contents,Low-Level,✓,✗,✗,✗
srec_set_section_contents,Low-Level,✓,✗,✗,✗
stab_link_includes_newfunc,Low-Level,✓,✗,✗,✗
stash_maybe_update_info_hash_tables,Low-Level,✓,✗,✗,✗
str_buf_demangle_callback,Low-Level,✓,✗,✗,✗
tekhex_make_empty_symbol,Low-Level,✓,✗,✗,✗
vendor_obj_attrs_v1_size,Low-Level,✓,✗,✗,✗
verilog_set_section_contents,Low-Level,✓,✗,✗,✗
xmalloc_set_program_name,Low-Level,✓,✓,✓,✓
