Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul
d_print_mod,d_print_comp,High-High,✓,✗,✗,✗
d_print_mod_list,d_print_array_type,High-High,✓,✗,✗,✗
d_print_mod_list,d_print_comp,High-High,✓,✗,✗,✗
d_print_mod_list,d_print_function_type,High-High,✓,✗,✗,✗
d_print_mod_list,d_print_mod,High-High,✓,✗,✗,✗
d_print_mod_list,imp.__sprintf_chk,High-High,✓,✗,✗,✗
d_print_mod_list,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_print_mod_list,imp.strlen,High-High,✓,✗,✗,✗
d_print_subexpr,d_print_comp_inner,High-High,✓,✗,✗,✗
d_print_subexpr,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_source_name,d_make_name,High-High,✓,✗,✗,✗
d_source_name,d_number,High-High,✓,✗,✗,✗
d_special_name,cplus_demangle_type,High-High,✓,✗,✗,✗
d_special_name,d_call_offset,High-High,✓,✗,✗,✗
d_special_name,d_encoding,High-High,✓,✗,✗,✗
d_special_name,d_make_comp,High-High,✓,✗,✗,✗
d_special_name,d_make_name,High-High,✓,✗,✗,✗
d_special_name,d_maybe_module_name,High-High,✓,✗,✗,✗
d_special_name,d_name,High-High,✓,✗,✗,✗
d_special_name,d_number,High-High,✓,✗,✗,✗
d_special_name,d_special_name,High-High,✓,✗,✗,✗
d_special_name,d_template_arg,High-High,✓,✗,✗,✗
d_special_name,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_substitution,d_make_comp,High-High,✓,✗,✗,✗
d_substitution,d_source_name,High-High,✓,✗,✗,✗
d_template_arg,d_expression,High-High,✓,✗,✗,✗
d_template_args,d_expression,High-High,✓,✗,✗,✗
d_template_args,d_make_comp,High-High,✓,✗,✗,✗
d_template_args,d_template_arg,High-High,✓,✗,✗,✗
d_template_args,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_template_head,d_template_parm,High-High,✓,✗,✗,✗
d_template_head,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_template_param,d_number,High-High,✓,✗,✗,✗
d_template_parm,cplus_demangle_type,High-High,✓,✗,✗,✗
d_template_parm,d_template_head,High-High,✓,✗,✗,✗
d_template_parm,d_template_parm,High-High,✓,✗,✗,✗
d_unqualified_name,cplus_demangle_type,High-High,✓,✗,✗,✗
d_unqualified_name,d_discriminator,High-High,✓,✗,✗,✗
d_unqualified_name,d_make_comp,High-High,✓,✗,✗,✗
d_unqualified_name,d_maybe_module_name,High-High,✓,✗,✗,✗
d_unqualified_name,d_number,High-High,✓,✗,✗,✗
d_unqualified_name,d_operator_name,High-High,✓,✗,✗,✗
d_unqualified_name,d_parmlist,High-High,✓,✗,✗,✗
d_unqualified_name,d_source_name,High-High,✓,✗,✗,✗
d_unqualified_name,d_template_head,High-High,✓,✗,✗,✗
d_unqualified_name,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
debug_printf,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
debug_printf,imp.__vfprintf_chk,High-High,✓,✗,✗,✗
decompress_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
decompress_contents,uncompress2,High-High,✓,✗,✗,✗
deflate,adler32,High-High,✓,✗,✗,✗
deflate,crc32,High-High,✓,✗,✗,✗
deflate,deflateStateCheck,High-High,✓,✗,✗,✗
deflate,deflate_stored,High-High,✓,✗,✗,✗
deflate,fill_window,High-High,✓,✗,✗,✗
deflate,flush_pending,High-High,✓,✗,✗,✗
deflate,imp.memcpy,High-High,✓,✗,✗,✗
deflate,imp.memset,High-High,✓,✗,✗,✗
deflate,tr_align,High-High,✓,✗,✗,✗
deflate,tr_flush_block,High-High,✓,✗,✗,✗
deflate,tr_stored_block,High-High,✓,✗,✗,✗
deflateBound,deflateStateCheck,High-High,✓,✗,✗,✗
deflateCopy,deflateEnd,High-High,✓,✗,✗,✗
deflateCopy,deflateStateCheck,High-High,✓,✗,✗,✗
deflateCopy,elf_phdr,High-High,✓,✗,✗,✗
deflateCopy,imp.memcpy,High-High,✓,✗,✗,✗
deflateEnd,deflateStateCheck,High-High,✓,✗,✗,✗
deflateGetDictionary,deflateStateCheck,High-High,✓,✗,✗,✗
deflateGetDictionary,imp.memcpy,High-High,✓,✗,✗,✗
deflateInit2_,deflateEnd,High-High,✓,✗,✗,✗
deflateInit2_,elf_phdr,High-High,✓,✗,✗,✗
deflateInit_,deflateInit2_,High-High,✓,✗,✗,✗
deflateParams,deflate,High-High,✓,✗,✗,✗
deflateParams,deflateStateCheck,High-High,✓,✗,✗,✗
deflateParams,imp.memset,High-High,✓,✗,✗,✗
deflateParams,slide_hash,High-High,✓,✗,✗,✗
deflatePending,deflateStateCheck,High-High,✓,✗,✗,✗
deflatePrime,deflateStateCheck,High-High,✓,✗,✗,✗
deflatePrime,tr_flush_bits,High-High,✓,✗,✗,✗
deflateReset,deflateResetKeep,High-High,✓,✗,✗,✗
deflateReset,imp.memset,High-High,✓,✗,✗,✗
deflateResetKeep,adler32,High-High,✓,✗,✗,✗
deflateResetKeep,crc32,High-High,✓,✗,✗,✗
deflateResetKeep,deflateStateCheck,High-High,✓,✗,✗,✗
deflateResetKeep,tr_init,High-High,✓,✗,✗,✗
deflateSetDictionary,adler32,High-High,✓,✗,✗,✗
deflateSetDictionary,deflateStateCheck,High-High,✓,✗,✗,✗
deflateSetDictionary,fill_window,High-High,✓,✗,✗,✗
deflateSetDictionary,imp.memset,High-High,✓,✗,✗,✗
deflateSetHeader,deflateStateCheck,High-High,✓,✗,✗,✗
deflateTune,deflateStateCheck,High-High,✓,✗,✗,✗
deflate_fast,fill_window,High-High,✓,✗,✗,✗
deflate_fast,flush_pending,High-High,✓,✗,✗,✗
deflate_fast,longest_match,High-High,✓,✗,✗,✗
deflate_fast,tr_flush_block,High-High,✓,✗,✗,✗
deflate_slow,fill_window,High-High,✓,✗,✗,✗
deflate_slow,flush_pending,High-High,✓,✗,✗,✗
deflate_slow,longest_match,High-High,✓,✗,✗,✗
deflate_slow,tr_flush_block,High-High,✓,✗,✗,✗
deflate_stored,flush_pending,High-High,✓,✗,✗,✗
deflate_stored,imp.memcpy,High-High,✓,✗,✗,✗
deflate_stored,read_buf,High-High,✓,✗,✗,✗
deflate_stored,tr_stored_block,High-High,✓,✗,✗,✗
demangle_binder,parse_integer,High-High,✓,✗,✗,✗
demangle_binder,print_lifetime_from_index,High-High,✓,✗,✗,✗
demangle_const,basic_type,High-High,✓,✗,✗,✗
demangle_const,demangle_const,High-High,✓,✗,✗,✗
demangle_const,demangle_const_uint,High-High,✓,✗,✗,✗
demangle_const,imp.__snprintf_chk,High-High,✓,✗,✗,✗
demangle_const,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
demangle_const,imp.strlen,High-High,✓,✗,✗,✗
demangle_const,parse_hex_nibbles,High-High,✓,✗,✗,✗
demangle_const,parse_integer,High-High,✓,✗,✗,✗
demangle_const_uint,imp.__snprintf_chk,High-High,✓,✗,✗,✗
demangle_const_uint,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
demangle_const_uint,imp.strlen,High-High,✓,✗,✗,✗
demangle_const_uint,parse_hex_nibbles,High-High,✓,✗,✗,✗
demangle_generic_arg,parse_integer,High-High,✓,✗,✗,✗
demangle_path,demangle_generic_arg,High-High,✓,✗,✗,✗
demangle_path,demangle_path,High-High,✓,✗,✗,✗
demangle_path,demangle_type,High-High,✓,✗,✗,✗
demangle_path,imp.__snprintf_chk,High-High,✓,✗,✗,✗
demangle_path,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
demangle_path,imp.strlen,High-High,✓,✗,✗,✗
demangle_path,parse_ident,High-High,✓,✗,✗,✗
demangle_path,parse_integer,High-High,✓,✗,✗,✗
demangle_path,print_ident,High-High,✓,✗,✗,✗
demangle_type,basic_type,High-High,✓,✗,✗,✗
demangle_type,demangle_binder,High-High,✓,✗,✗,✗
demangle_type,demangle_path,High-High,✓,✗,✗,✗
demangle_type,demangle_type,High-High,✓,✗,✗,✗
demangle_type,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
demangle_type,imp.strlen,High-High,✓,✗,✗,✗
demangle_type,parse_ident,High-High,✓,✗,✗,✗
demangle_type,parse_integer,High-High,✓,✗,✗,✗
demangle_type,print_lifetime_from_index,High-High,✓,✗,✗,✗
demangle_type,print_str,High-High,✓,✗,✗,✗
display_info,bfd_printable_arch_mach,High-High,✓,✗,✗,✗
display_info,imp.__isoc23_strtol,High-High,✓,✗,✗,✗
display_info,imp.__printf_chk,High-High,✓,✗,✗,✗
display_info,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
display_info,imp.dcgettext,High-High,✓,✗,✗,✗
display_info,imp.fputs,High-High,✓,✗,✗,✗
display_info,imp.getenv,High-High,✓,✗,✗,✗
display_info,imp.putc,High-High,✓,✗,✗,✗
display_info,imp.strcmp,High-High,✓,✗,✗,✗
display_info,imp.strlen,High-High,✓,✗,✗,✗
display_info,imp.unlink,High-High,✓,✗,✗,✗
display_info,make_temp_file,High-High,✓,✗,✗,✗
display_utf8_char,fwrite,High-High,✗,✗,✓,✓
display_utf8_char,imp.__printf_chk,High-High,✓,✗,✗,✗
display_utf8_char,imp.fwrite,High-High,✓,✗,✗,✗
display_utf8_char,imp.isatty,High-High,✓,✗,✗,✗
display_utf8_char,imp.putc,High-High,✓,✗,✗,✗
display_utf8_char,isatty,High-High,✗,✗,✓,✓
display_utf8_char,printf_chk,High-High,✗,✗,✓,✓
display_utf8_char,putc,High-High,✗,✗,✓,✓
dlang_demangle,dlang_parse_mangle,High-High,✓,✗,✗,✗
dlang_demangle,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_demangle,imp.strcmp,High-High,✓,✗,✗,✗
dlang_demangle,imp.strlen,High-High,✓,✗,✗,✗
dlang_demangle,string_need,High-High,✓,✗,✗,✗
dlang_demangle,xmalloc,High-High,✓,✗,✗,✗
dlang_function_type,dlang_type,High-High,✓,✗,✗,✗
dlang_function_type,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_function_type,imp.memcpy,High-High,✓,✗,✗,✗
dlang_function_type,string_append,High-High,✓,✗,✗,✗
dlang_function_type,string_need,High-High,✓,✗,✗,✗
dlang_identifier,dlang_decode_backref,High-High,✓,✗,✗,✗
dlang_identifier,dlang_lname,High-High,✓,✗,✗,✗
dlang_identifier,dlang_number,High-High,✓,✗,✗,✗
dlang_identifier,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_identifier,imp.strlen,High-High,✓,✗,✗,✗
dlang_lname,imp.memcpy,High-High,✓,✗,✗,✗
dlang_lname,imp.strncmp,High-High,✓,✗,✗,✗
dlang_lname,string_append,High-High,✓,✗,✗,✗
dlang_lname,string_need,High-High,✓,✗,✗,✗
dlang_lname,string_prepend,High-High,✓,✗,✗,✗
dlang_parse_integer,dlang_number,High-High,✓,✗,✗,✗
dlang_parse_integer,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_parse_integer,imp.memcpy,High-High,✓,✗,✗,✗
dlang_parse_integer,string_append,High-High,✓,✗,✗,✗
dlang_parse_integer,string_need,High-High,✓,✗,✗,✗
dlang_parse_mangle,dlang_parse_qualified,High-High,✓,✗,✗,✗
dlang_parse_mangle,dlang_type,High-High,✓,✗,✗,✗
dlang_parse_mangle,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_parse_qualified,dlang_identifier,High-High,✓,✗,✗,✗
dlang_parse_qualified,dlang_symbol_name_p,High-High,✓,✗,✗,✗
dlang_parse_qualified,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_parse_qualified,imp.memcpy,High-High,✓,✗,✗,✗
dlang_parse_qualified,string_append,High-High,✓,✗,✗,✗
dlang_parse_qualified,string_need,High-High,✓,✗,✗,✗
dlang_parse_real,imp.strncmp,High-High,✓,✗,✗,✗
dlang_parse_real,string_append,High-High,✓,✗,✗,✗
dlang_parse_real,string_need,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_decode_backref,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_identifier,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_number,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_parse_mangle,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_parse_qualified,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_symbol_name_p,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_type,High-High,✓,✗,✗,✗
dlang_parse_template,dlang_value,High-High,✓,✗,✗,✗
dlang_parse_template,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_parse_template,imp.memcpy,High-High,✓,✗,✗,✗
dlang_parse_template,imp.strlen,High-High,✓,✗,✗,✗
dlang_parse_template,string_append,High-High,✓,✗,✗,✗
dlang_parse_template,string_need,High-High,✓,✗,✗,✗
dlang_symbol_name_p,dlang_decode_backref,High-High,✓,✗,✗,✗
dlang_symbol_name_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_type,dlang_function_type,High-High,✓,✗,✗,✗
dlang_type,dlang_number,High-High,✓,✗,✗,✗
dlang_type,dlang_type,High-High,✓,✗,✗,✗
dlang_type,dlang_type_backref,High-High,✓,✗,✗,✗
dlang_type,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_type,imp.memcpy,High-High,✓,✗,✗,✗
dlang_type,string_append,High-High,✓,✗,✗,✗
dlang_type,string_need,High-High,✓,✗,✗,✗
dlang_type_backref,dlang_decode_backref,High-High,✓,✗,✗,✗
dlang_type_backref,dlang_function_type,High-High,✓,✗,✗,✗
dlang_type_backref,dlang_type,High-High,✓,✗,✗,✗
dlang_type_backref,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_value,dlang_number,High-High,✓,✗,✗,✗
dlang_value,dlang_parse_real,High-High,✓,✗,✗,✗
dlang_value,dlang_symbol_name_p,High-High,✓,✗,✗,✗
dlang_value,dlang_value,High-High,✓,✗,✗,✗
dlang_value,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
dlang_value,string_append,High-High,✓,✗,✗,✗
dlang_value,string_need,High-High,✓,✗,✗,✗
do_display_target,bfd_close_all_done,High-High,✓,✗,✗,✗
do_display_target,bfd_get_error,High-High,✓,✗,✗,✗
do_display_target,bfd_nonfatal,High-High,✓,✗,✗,✗
do_display_target,bfd_openw,High-High,✓,✗,✗,✗
do_display_target,bfd_printable_arch_mach,High-High,✓,✗,✗,✗
do_display_target,bfd_set_format,High-High,✓,✗,✗,✗
do_display_target,endian_string,High-High,✓,✗,✗,✗
do_display_target,imp.__memset_chk,High-High,✓,✗,✗,✗
do_display_target,imp.__printf_chk,High-High,✓,✗,✗,✗
do_display_target,imp.dcgettext,High-High,✓,✗,✗,✗
do_display_target,xrealloc,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_alloc,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_get_file_size,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_read,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_release,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_set_error,High-High,✓,✗,✗,✗
do_slurp_bsd_armap,bfd_tell,High-High,✓,✗,✗,✗
dupargv,xmalloc,High-High,✓,✗,✓,✓
dupargv,xstrdup,High-High,✗,✗,✓,✓
elf_append_rel,bfd_assert,High-High,✓,✗,✗,✗
elf_append_rela,bfd_assert,High-High,✓,✗,✗,✗
elf_attr_strdup,bfd_alloc,High-High,✓,✗,✗,✗
elf_attr_strdup,imp.memcpy,High-High,✓,✗,✗,✗
elf_attr_strdup,imp.strlen,High-High,✓,✗,✗,✗
elf_attr_strdup,imp.strnlen,High-High,✓,✗,✗,✗
elf_create_symbuf,bfd_assert,High-High,✓,✗,✗,✗
elf_create_symbuf,bfd_malloc,High-High,✓,✗,✗,✗
elf_create_symbuf,imp.qsort,High-High,✓,✗,✗,✗
elf_fake_sections,bfd_assert,High-High,✓,✗,✗,✗
elf_fake_sections,bfd_elf_init_reloc_shdr,High-High,✓,✗,✗,✗
elf_fake_sections,bfd_elf_strtab_add,High-High,✓,✗,✗,✗
elf_fake_sections,bfd_error_handler,High-High,✓,✗,✗,✗
elf_fake_sections,bfd_octets_per_byte,High-High,✓,✗,✗,✗
elf_fake_sections,imp.dcgettext,High-High,✓,✗,✗,✗
elf_final_link_free,bfd_elf_strtab_free,High-High,✓,✗,✗,✗
elf_i386_grok_psinfo,bfd_elfcore_strndup,High-High,✓,✗,✗,✗
elf_i386_grok_psinfo,elf_phdr,High-High,✓,✗,✗,✗
elf_i386_grok_psinfo,imp.strcmp,High-High,✓,✗,✗,✗
elf_i386_grok_psinfo,imp.strlen,High-High,✓,✗,✗,✗
elf_i386_link_setup_gnu_properties,bfd_abort,High-High,✓,✗,✗,✗
elf_i386_link_setup_gnu_properties,bfd_x86_elf_link_setup_gnu_properties,High-High,✓,✗,✗,✗
elf_i386_link_setup_gnu_properties,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_i386_output_arch_local_syms,htab_traverse,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_alloc,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_assert,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_elf_sym_name,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_error_handler,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_set_error,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,bfd_zalloc,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,elf_phdr,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_i386_scan_relocs,imp.dcgettext,High-High,✓,✗,✗,✗
elf_link_hash_lookup,bfd_abort,High-High,✓,✗,✗,✗
elf_link_hash_lookup,elf_link_hash_lookup,High-High,✓,✗,✗,✗
elf_link_output_extsym,bfd_abort,High-High,✓,✗,✗,✗
elf_link_output_extsym,bfd_assert,High-High,✓,✗,✗,✗
elf_link_output_extsym,bfd_error_handler,High-High,✓,✗,✗,✗
elf_link_output_extsym,bfd_hash_lookup,High-High,✓,✗,✗,✗
elf_link_output_extsym,bfd_set_error,High-High,✓,✗,✗,✗
elf_link_output_extsym,elf_link_output_symstrtab,High-High,✓,✗,✗,✗
elf_link_output_extsym,elf_phdr,High-High,✓,✗,✗,✗
elf_link_output_extsym,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_link_output_extsym,imp.dcgettext,High-High,✓,✗,✗,✗
elf_link_output_extsym,imp.strrchr,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,bfd_alloc,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,bfd_assert,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,bfd_elf_strtab_add,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,bfd_hash_lookup,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,bfd_realloc,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.__sprintf_chk,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.memcpy,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.strchr,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.strlen,High-High,✓,✗,✗,✗
elf_link_output_symstrtab,imp.strrchr,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,bfd_error_handler,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,bfd_mmap_read_temporary,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,bfd_seek,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,bfd_set_error,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_link_read_relocs_from_section,imp.dcgettext,High-High,✓,✗,✗,✗
elf_new_obj_attr,bfd_alloc,High-High,✓,✗,✗,✗
elf_parse_notes,bfd_alloc,High-High,✓,✗,✗,✗
elf_parse_notes,elfobj_grok_gnu_note,High-High,✓,✗,✗,✗
elf_parse_notes,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_parse_notes,imp.memcpy,High-High,✓,✗,✗,✗
elf_parse_notes,imp.strcmp,High-High,✓,✗,✗,✗
elf_parse_notes,imp.strncmp,High-High,✓,✗,✗,✗
elf_read_notes,bfd_get_file_size,High-High,✓,✗,✗,✗
elf_read_notes,bfd_malloc,High-High,✓,✗,✗,✗
elf_read_notes,bfd_read,High-High,✓,✗,✗,✗
elf_read_notes,bfd_seek,High-High,✓,✗,✗,✗
elf_read_notes,bfd_set_error,High-High,✓,✗,✗,✗
elf_read_notes,elf_parse_notes,High-High,✓,✗,✗,✗
elf_sort_segments,bfd_octets_per_byte,High-High,✓,✗,✗,✗
elf_swap_shdr_in,bfd_error_handler,High-High,✓,✗,✗,✗
elf_swap_shdr_in,bfd_get_file_size,High-High,✓,✗,✗,✗
elf_swap_shdr_in,imp.dcgettext,High-High,✓,✗,✗,✗
elf_sym_name_compare,imp.strcmp,High-High,✓,✗,✗,✗
elf_write_gnu_properties,bfd_abort,High-High,✓,✗,✗,✗
elf_x86_64_link_setup_gnu_properties,bfd_abort,High-High,✓,✗,✗,✗
elf_x86_64_link_setup_gnu_properties,bfd_x86_elf_link_setup_gnu_properties,High-High,✓,✗,✗,✗
elf_x86_64_link_setup_gnu_properties,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_x86_64_need_pic,bfd_elf_sym_name,High-High,✓,✗,✗,✗
elf_x86_64_need_pic,bfd_error_handler,High-High,✓,✗,✗,✗
elf_x86_64_need_pic,bfd_set_error,High-High,✓,✗,✗,✗
elf_x86_64_need_pic,imp.dcgettext,High-High,✓,✗,✗,✗
elf_x86_64_output_arch_local_syms,htab_traverse,High-High,✓,✗,✗,✗
elf_x86_64_write_core_note,elfcore_write_note,High-High,✓,✗,✗,✗
elf_x86_64_write_core_note,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elf_x86_64_write_core_note,imp.strncpy,High-High,✓,✗,✗,✗
elfcore_grok_note,bfd_alloc,High-High,✓,✗,✗,✗
elfcore_grok_note,bfd_error_handler,High-High,✓,✗,✗,✗
elfcore_grok_note,bfd_get_arch_size,High-High,✓,✗,✗,✗
elfcore_grok_note,elf_phdr,High-High,✓,✗,✗,✗
elfcore_grok_note,elfcore_grok_psinfo,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.__sprintf_chk,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.dcgettext,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.strcmp,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.strlen,High-High,✓,✗,✗,✗
elfcore_grok_note,imp.strncmp,High-High,✓,✗,✗,✗
elfcore_grok_psinfo,bfd_elfcore_strndup,High-High,✓,✗,✗,✗
elfcore_grok_psinfo,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_grok_psinfo,imp.strlen,High-High,✓,✗,✗,✗
elfcore_write_aarch_hw_break,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_hw_watch,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_mte,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_pauth,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_ssve,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_sve,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_tls,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_za,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_aarch_zt,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_arc_v2,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_arm_vfp,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_file_note,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_gdb_tdesc,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo32,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo32,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo32,imp.strncpy,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo64,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo64,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_write_linux_prpsinfo64,imp.strncpy,High-High,✓,✗,✗,✗
elfcore_write_loongarch_cpucfg,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_loongarch_lasx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_loongarch_lbt,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_loongarch_lsx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_note,imp.__memcpy_chk,High-High,✓,✗,✗,✗
elfcore_write_note,imp.realloc,High-High,✓,✗,✗,✗
elfcore_write_note,imp.strlen,High-High,✓,✗,✗,✗
elfcore_write_ppc_dscr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_ebb,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_pmu,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_ppr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tar,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cdscr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cfpr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cgpr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cppr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_ctar,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cvmx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_cvsx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_tm_spr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_vmx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_ppc_vsx,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_prfpreg,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_prpsinfo,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_prpsinfo,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_write_prpsinfo,imp.strncpy,High-High,✓,✗,✗,✗
elfcore_write_prstatus,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_prstatus,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
elfcore_write_prxfpreg,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_register_note,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_register_note,imp.strcmp,High-High,✓,✗,✗,✗
elfcore_write_riscv_csr,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_ctrs,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_gs_bc,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_gs_cb,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_last_break,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_prefix,elfcore_write_note,High-High,✓,✗,✗,✗
